id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
204,Listing 204,9835,Host104,Queens,Astoria,40.52628,-73.97012,Private room,41.56,1,20,2023-06-15,0.77,4,89
205,Listing 205,7683,Host278,Staten Island,St. George,40.64627,-73.97112,Private room,60.84,1,14,2023-06-15,1.82,3,266
206,Listing 206,6102,Host351,Staten Island,Tottenville,40.76965,-73.95903,Private room,69.23,1,28,2023-06-15,0.76,9,173
207,Listing 207,3295,Host54,Manhattan,Harlem,40.66626,-73.94433,Private room,72.16,3,18,2023-06-15,3.93,6,293
208,Listing 208,2932,Host223,Bronx,Riverdale,40.51756,-73.99199,Entire home/apt,90.37,2,16,2023-06-15,2.23,2,10
209,Listing 209,6258,Host357,Manhattan,Upper West Side,40.6748,-73.84225,Shared room,82.92,1,31,2023-06-15,4.54,7,7
210,Listing 210,7976,Host427,Manhattan,Upper West Side,40.76664,-73.99306,Private room,148.27,2,24,2023-06-15,0.01,4,100
211,Listing 211,5967,Host322,Manhattan,Upper West Side,40.70587,-73.7671,Entire home/apt,183.98,1,16,2023-06-15,2.7,4,264
212,Listing 212,3176,Host160,Manhattan,SoHo,40.70509,-73.88146,Private room,159.18,2,13,2023-06-15,0.07,7,90
213,Listing 213,4162,Host82,Manhattan,Harlem,40.76265,-73.96586,Private room,151.26,1,28,2023-06-15,0.85,9,104
214,Listing 214,2772,Host425,Manhattan,Harlem,40.88018,-73.84643,Entire home/apt,170.82,2,21,2023-06-15,1.71,3,108
215,Listing 215,5557,Host132,Manhattan,SoHo,40.82926,-73.73889,Private room,122.36,2,16,2023-06-15,0.42,7,45
216,Listing 216,1270,Host483,Manhattan,Harlem,40.70277,-73.90671,Entire home/apt,278.13,5,25,2023-06-15,1.42,8,23
217,Listing 217,7771,Host279,Brooklyn,Park Slope,40.8724,-73.91286,Entire home/apt,144.82,2,20,2023-06-15,0.08,6,356
218,Listing 218,4156,Host317,Brooklyn,Bedford-Stuyvesant,40.67499,-73.74104,Entire home/apt,167.05,1,15,2023-06-15,1.58,4,238
219,Listing 219,7680,Host112,Brooklyn,Williamsburg,40.82671,-73.98644,Entire home/apt,126.51,1,18,2023-06-15,1.3,7,286
220,Listing 220,9712,Host465,Queens,Long Island City,40.88089,-74.03515,Entire home/apt,75.57,1,21,2023-06-15,1.5,5,356
221,Listing 221,4854,Host96,Manhattan,Harlem,40.53929,-73.76877,Private room,86.77,1,14,2023-06-15,0.51,2,250
222,Listing 222,5357,Host340,Manhattan,Harlem,40.89141,-73.75021,Entire home/apt,226.76,3,23,2023-06-15,3.53,1,336
223,Listing 223,9560,Host339,Manhattan,SoHo,40.81287,-74.00647,Entire home/apt,265.77,3,21,2023-06-15,0.12,8,314
224,Listing 224,9112,Host168,Brooklyn,Bushwick,40.52067,-73.87332,Entire home/apt,160.19,3,26,2023-06-15,1.93,3,146
225,Listing 225,4093,Host371,Manhattan,SoHo,40.70061,-74.02519,Private room,158.2,1,16,2023-06-15,0.25,5,330
226,Listing 226,4168,Host5,Manhattan,Upper West Side,40.79308,-73.90842,Private room,175.44,1,24,2023-06-15,0.68,3,213
227,Listing 227,4765,Host391,Manhattan,Chelsea,40.75291,-73.98035,Entire home/apt,240.59,2,23,2023-06-15,0.39,2,318
228,Listing 228,6693,Host157,Brooklyn,Williamsburg,40.89084,-74.01391,Entire home/apt,167.38,2,15,2023-06-15,0.27,1,203
229,Listing 229,6755,Host280,Manhattan,SoHo,40.7627,-73.71101,Entire home/apt,164.1,2,12,2023-06-15,3.63,9,147
230,Listing 230,3849,Host406,Brooklyn,Bedford-Stuyvesant,40.88601,-73.96219,Entire home/apt,163.88,3,23,2023-06-15,0.45,4,58
231,Listing 231,5757,Host435,Brooklyn,Williamsburg,40.8532,-73.97908,Entire home/apt,163.64,2,23,2023-06-15,0.63,1,300
232,Listing 232,1082,Host385,Brooklyn,Williamsburg,40.58819,-73.796,Entire home/apt,128.72,2,23,2023-06-15,1.31,2,282
233,Listing 233,3426,Host73,Brooklyn,Park Slope,40.67535,-73.70131,Private room,107.94,1,21,2023-06-15,1.45,8,38
234,Listing 234,6166,Host63,Manhattan,SoHo,40.64239,-74.04447,Entire home/apt,245.89,1,27,2023-06-15,0.66,1,330
235,Listing 235,5370,Host164,Brooklyn,Bushwick,40.87308,-73.85951,Shared room,74.82,1,22,2023-06-15,1.61,8,178
236,Listing 236,8786,Host345,Queens,Astoria,40.63344,-73.74718,Private room,89.35,7,26,2023-06-15,1.86,2,57
237,Listing 237,6738,Host37,Manhattan,Upper West Side,40.81359,-73.90321,Private room,265.42,2,24,2023-06-15,0.27,6,255
238,Listing 238,9003,Host476,Brooklyn,Park Slope,40.54216,-73.78245,Entire home/apt,166.88,2,22,2023-06-15,0.21,5,201
239,Listing 239,1802,Host452,Bronx,Riverdale,40.61567,-73.94157,Private room,75.32,1,20,2023-06-15,0.53,4,343
240,Listing 240,9758,Host352,Queens,Long Island City,40.81454,-73.82872,Entire home/apt,162.23,1,17,2023-06-15,0.46,9,5
241,Listing 241,1086,Host465,Brooklyn,Park Slope,40.63791,-73.88835,Entire home/apt,226.9,2,19,2023-06-15,1.54,4,111
242,Listing 242,1596,Host450,Manhattan,Harlem,40.71276,-73.7737,Private room,139.25,1,20,2023-06-15,0.64,3,121
243,Listing 243,8178,Host206,Manhattan,Upper West Side,40.56677,-73.96469,Private room,124.81,1,18,2023-06-15,1.02,9,174
244,Listing 244,7318,Host490,Queens,Astoria,40.56868,-73.87496,Entire home/apt,110.0,2,26,2023-06-15,0.91,1,244
245,Listing 245,6388,Host325,Manhattan,Harlem,40.80592,-73.81239,Entire home/apt,234.41,3,21,2023-06-15,1.34,3,206
246,Listing 246,4893,Host156,Queens,Long Island City,40.77891,-73.78658,Private room,87.16,2,26,2023-06-15,0.16,6,232
247,Listing 247,5637,Host57,Brooklyn,Williamsburg,40.82142,-73.73438,Entire home/apt,137.0,1,18,2023-06-15,4.13,4,312
248,Listing 248,3604,Host335,Staten Island,Tottenville,40.59262,-73.72011,Entire home/apt,101.46,1,19,2023-06-15,1.57,8,58
249,Listing 249,7239,Host347,Brooklyn,Bedford-Stuyvesant,40.65169,-73.75902,Entire home/apt,204.88,5,18,2023-06-15,0.12,8,206
250,Listing 250,1249,Host314,Manhattan,Upper West Side,40.81278,-73.78689,Private room,186.0,5,20,2023-06-15,1.33,7,91
251,Listing 251,1990,Host387,Manhattan,Upper West Side,40.67327,-73.77899,Entire home/apt,214.46,5,20,2023-06-15,0.44,6,15
252,Listing 252,8404,Host443,Manhattan,SoHo,40.84461,-73.74598,Entire home/apt,206.42,3,23,2023-06-15,1.05,2,345
253,Listing 253,5334,Host195,Brooklyn,Bushwick,40.87563,-73.82727,Private room,134.56,1,17,2023-06-15,1.42,4,277
254,Listing 254,8647,Host279,Manhattan,Harlem,40.89332,-73.77465,Private room,91.06,3,23,2023-06-15,0.29,5,62
255,Listing 255,4191,Host302,Manhattan,Harlem,40.76674,-73.93694,Private room,148.99,5,26,2023-06-15,2.77,8,76
256,Listing 256,2205,Host381,Queens,Flushing,40.5269,-74.01678,Private room,20.0,30,18,2023-06-15,1.97,3,364
257,Listing 257,3964,Host499,Brooklyn,Park Slope,40.6624,-74.04521,Entire home/apt,128.33,1,17,2023-06-15,0.02,8,113
258,Listing 258,4839,Host235,Brooklyn,Bedford-Stuyvesant,40.50214,-73.72156,Entire home/apt,159.24,2,19,2023-06-15,0.09,3,170
259,Listing 259,7039,Host139,Brooklyn,Williamsburg,40.87166,-73.93033,Entire home/apt,188.99,2,24,2023-06-15,1.08,2,154
260,Listing 260,4716,Host343,Brooklyn,Bushwick,40.77635,-73.806,Entire home/apt,113.03,2,17,2023-06-15,1.21,4,192
261,Listing 261,5749,Host434,Manhattan,Upper West Side,40.50766,-73.77731,Entire home/apt,181.17,2,20,2023-06-15,0.62,2,292
262,Listing 262,9135,Host364,Queens,Flushing,40.64197,-74.0318,Private room,160.7,1,19,2023-06-15,1.12,4,143
263,Listing 263,7231,Host256,Brooklyn,Park Slope,40.82106,-73.70097,Entire home/apt,194.18,1,27,2023-06-15,4.35,8,206
264,Listing 264,6750,Host268,Queens,Flushing,40.82679,-73.75161,Entire home/apt,91.33,7,12,2023-06-15,0.09,2,250
265,Listing 265,4155,Host387,Brooklyn,Bushwick,40.89412,-73.99189,Private room,93.04,1,16,2023-06-15,0.3,8,59
266,Listing 266,2036,Host480,Queens,Astoria,40.89015,-73.99046,Entire home/apt,92.66,5,24,2023-06-15,5.19,8,277
267,Listing 267,2289,Host424,Brooklyn,Park Slope,40.62145,-73.94091,Private room,54.73,1,19,2023-06-15,0.4,2,264
268,Listing 268,6067,Host424,Manhattan,Harlem,40.76568,-73.98026,Private room,149.57,1,14,2023-06-15,1.74,8,147
269,Listing 269,4109,Host211,Manhattan,Harlem,40.76323,-74.00905,Entire home/apt,231.9,3,14,2023-06-15,0.65,8,364
270,Listing 270,2881,Host270,Bronx,Fordham,40.7579,-73.96956,Entire home/apt,159.16,2,18,2023-06-15,0.18,6,119
271,Listing 271,1719,Host406,Manhattan,Chelsea,40.74154,-73.84819,Private room,32.04,2,18,2023-06-15,0.35,3,255
272,Listing 272,1348,Host255,Manhattan,Harlem,40.63506,-73.70402,Private room,124.82,1,16,2023-06-15,0.89,6,12
273,Listing 273,3979,Host481,Brooklyn,Bushwick,40.72173,-73.98017,Private room,151.66,1,29,2023-06-15,3.1,7,228
274,Listing 274,1886,Host2,Brooklyn,Williamsburg,40.80417,-73.87048,Private room,125.06,3,29,2023-06-15,1.48,2,268
275,Listing 275,7771,Host143,Brooklyn,Bushwick,40.86424,-73.87155,Entire home/apt,174.65,2,10,2023-06-15,0.96,4,136
276,Listing 276,4791,Host265,Queens,Astoria,40.6344,-73.88701,Private room,20.0,3,27,2023-06-15,3.07,1,106
277,Listing 277,2504,Host416,Queens,Flushing,40.72258,-73.75023,Entire home/apt,200.0,5,28,2023-06-15,0.46,3,309
278,Listing 278,7999,Host305,Manhattan,Harlem,40.63288,-73.94718,Entire home/apt,268.57,1,22,2023-06-15,1.27,8,27
279,Listing 279,7320,Host299,Queens,Long Island City,40.63591,-73.89053,Private room,20.0,3,21,2023-06-15,0.69,3,185
280,Listing 280,5891,Host385,Manhattan,Chelsea,40.5356,-73.70291,Entire home/apt,237.71,2,19,2023-06-15,0.22,8,75
281,Listing 281,2273,Host408,Manhattan,SoHo,40.68838,-73.81833,Shared room,84.41,3,24,2023-06-15,2.82,5,194
282,Listing 282,7305,Host471,Queens,Astoria,40.85383,-73.73655,Entire home/apt,20.0,7,17,2023-06-15,0.38,9,65
283,Listing 283,7589,Host481,Manhattan,Chelsea,40.54677,-73.81125,Private room,144.06,7,14,2023-06-15,1.2,8,69
284,Listing 284,9662,Host452,Bronx,Riverdale,40.73257,-74.01295,Entire home/apt,101.2,5,20,2023-06-15,0.63,9,179
285,Listing 285,2716,Host311,Manhattan,SoHo,40.64462,-74.01774,Entire home/apt,224.35,2,24,2023-06-15,1.15,7,89
286,Listing 286,8036,Host438,Queens,Long Island City,40.66942,-73.77225,Private room,77.99,1,24,2023-06-15,0.19,4,344
287,Listing 287,7837,Host426,Brooklyn,Park Slope,40.82942,-73.76276,Entire home/apt,170.2,2,18,2023-06-15,1.97,1,89
288,Listing 288,1589,Host429,Manhattan,Chelsea,40.83636,-73.97257,Entire home/apt,241.88,1,24,2023-06-15,0.58,1,244
289,Listing 289,8384,Host418,Manhattan,Upper West Side,40.51306,-73.88354,Entire home/apt,241.62,2,15,2023-06-15,4.25,1,248
290,Listing 290,8566,Host19,Brooklyn,Williamsburg,40.80943,-74.03459,Entire home/apt,186.97,3,22,2023-06-15,1.37,8,316
291,Listing 291,2956,Host368,Brooklyn,Park Slope,40.58678,-73.9492,Entire home/apt,157.46,2,15,2023-06-15,0.88,2,286
292,Listing 292,4558,Host45,Manhattan,Upper West Side,40.8346,-74.03242,Entire home/apt,202.65,2,18,2023-06-15,0.4,6,145
293,Listing 293,7316,Host151,Manhattan,Harlem,40.83317,-73.8609,Entire home/apt,265.01,5,19,2023-06-15,2.96,2,270
294,Listing 294,3671,Host376,Brooklyn,Bedford-Stuyvesant,40.51571,-73.9548,Entire home/apt,191.12,1,19,2023-06-15,0.51,6,290
295,Listing 295,6634,Host393,Bronx,Riverdale,40.74141,-73.81917,Entire home/apt,57.65,3,15,2023-06-15,0.3,4,255
296,Listing 296,8415,Host368,Bronx,Fordham,40.6769,-73.77098,Entire home/apt,178.29,3,23,2023-06-15,1.96,9,333
297,Listing 297,6695,Host258,Manhattan,Upper West Side,40.87059,-73.90313,Entire home/apt,219.05,1,18,2023-06-15,1.05,6,363
298,Listing 298,1075,Host188,Manhattan,SoHo,40.65907,-73.70917,Entire home/apt,213.71,2,17,2023-06-15,0.38,7,190
299,Listing 299,1016,Host63,Manhattan,Chelsea,40.58973,-73.97087,Entire home/apt,226.65,5,28,2023-06-15,0.72,5,150
300,Listing 300,8347,Host124,Manhattan,Chelsea,40.80363,-73.79536,Private room,101.61,2,23,2023-06-15,0.29,5,63
301,Listing 301,4969,Host406,Manhattan,SoHo,40.55023,-73.99005,Entire home/apt,215.64,5,21,2023-06-15,1.95,6,220
302,Listing 302,1931,Host329,Manhattan,Upper West Side,40.592,-73.90604,Private room,107.22,1,22,2023-06-15,1.34,4,49
303,Listing 303,2859,Host477,Manhattan,Upper West Side,40.8959,-74.03949,Private room,101.59,2,20,2023-06-15,0.22,3,340
304,Listing 304,1287,Host322,Queens,Long Island City,40.67374,-73.89375,Shared room,45.56,2,22,2023-06-15,1.24,7,244
305,Listing 305,9497,Host396,Brooklyn,Bedford-Stuyvesant,40.51606,-73.73853,Private room,156.28,30,17,2023-06-15,1.74,2,105
306,Listing 306,8498,Host493,Queens,Long Island City,40.55403,-73.99688,Entire home/apt,135.32,5,29,2023-06-15,0.01,6,29
307,Listing 307,6856,Host333,Manhattan,Upper West Side,40.76446,-73.82172,Private room,164.16,1,22,2023-06-15,0.16,2,362
308,Listing 308,6593,Host89,Manhattan,Upper West Side,40.87154,-73.93381,Entire home/apt,192.51,2,17,2023-06-15,1.2,1,123
309,Listing 309,8452,Host15,Brooklyn,Bushwick,40.85615,-73.84809,Entire home/apt,177.76,2,20,2023-06-15,0.11,2,215
310,Listing 310,7135,Host454,Manhattan,Upper West Side,40.78589,-73.94733,Private room,138.09,2,24,2023-06-15,1.37,2,293
311,Listing 311,3014,Host206,Manhattan,Upper West Side,40.79151,-73.93676,Private room,102.91,3,21,2023-06-15,0.17,1,168
312,Listing 312,4866,Host372,Brooklyn,Bedford-Stuyvesant,40.75796,-73.94911,Private room,82.48,1,26,2023-06-15,0.47,3,109
313,Listing 313,8774,Host278,Manhattan,SoHo,40.76651,-73.70391,Private room,139.92,1,18,2023-06-15,0.18,7,53
314,Listing 314,3575,Host99,Brooklyn,Williamsburg,40.85653,-73.88767,Entire home/apt,205.97,1,20,2023-06-15,0.81,4,325
315,Listing 315,6594,Host364,Brooklyn,Bedford-Stuyvesant,40.77737,-73.80479,Entire home/apt,132.32,3,26,2023-06-15,1.57,9,85
316,Listing 316,6162,Host211,Manhattan,SoHo,40.59041,-73.85713,Private room,148.06,2,17,2023-06-15,0.39,9,19
317,Listing 317,2802,Host154,Brooklyn,Bedford-Stuyvesant,40.61827,-73.72361,Entire home/apt,216.22,2,17,2023-06-15,1.1,1,219
318,Listing 318,2966,Host376,Queens,Long Island City,40.52986,-73.73229,Entire home/apt,214.64,30,23,2023-06-15,0.49,3,116
319,Listing 319,6599,Host305,Brooklyn,Williamsburg,40.77044,-73.94247,Entire home/apt,127.95,1,21,2023-06-15,0.46,9,25
320,Listing 320,3381,Host35,Queens,Astoria,40.76324,-73.70079,Entire home/apt,172.7,2,18,2023-06-15,0.15,8,216
321,Listing 321,9697,Host422,Brooklyn,Bushwick,40.68215,-73.90476,Private room,65.07,3,14,2023-06-15,0.24,9,305
322,Listing 322,6867,Host437,Brooklyn,Bedford-Stuyvesant,40.77025,-74.03667,Entire home/apt,257.73,2,23,2023-06-15,0.05,2,188
323,Listing 323,6930,Host283,Brooklyn,Williamsburg,40.73711,-73.99807,Entire home/apt,179.9,1,26,2023-06-15,2.45,4,16
324,Listing 324,4715,Host30,Brooklyn,Bushwick,40.53207,-73.88311,Private room,23.11,2,34,2023-06-15,1.54,8,151
325,Listing 325,4494,Host393,Brooklyn,Williamsburg,40.84955,-74.04548,Entire home/apt,190.14,1,21,2023-06-15,1.13,7,171
326,Listing 326,1421,Host421,Manhattan,SoHo,40.86222,-73.75762,Entire home/apt,285.26,1,19,2023-06-15,0.37,2,92
327,Listing 327,6882,Host144,Manhattan,Chelsea,40.84652,-73.99238,Private room,184.65,2,17,2023-06-15,0.94,7,122
328,Listing 328,9220,Host463,Manhattan,SoHo,40.7392,-73.91521,Private room,157.95,5,17,2023-06-15,0.77,3,84
329,Listing 329,4899,Host334,Manhattan,Upper West Side,40.88392,-74.03296,Private room,175.54,1,9,2023-06-15,0.94,5,0
330,Listing 330,3999,Host369,Manhattan,Upper West Side,40.53088,-73.99054,Private room,142.08,1,14,2023-06-15,0.34,9,278
331,Listing 331,2342,Host441,Staten Island,St. George,40.52217,-73.9341,Private room,49.5,3,19,2023-06-15,1.04,4,301
332,Listing 332,6911,Host432,Staten Island,Tottenville,40.5459,-73.87836,Shared room,20.0,1,16,2023-06-15,0.14,2,110
333,Listing 333,5658,Host427,Manhattan,SoHo,40.89129,-73.98669,Private room,182.76,3,18,2023-06-15,0.65,1,27
334,Listing 334,8204,Host410,Queens,Astoria,40.85606,-73.8217,Entire home/apt,78.85,2,22,2023-06-15,1.01,6,15
335,Listing 335,6014,Host352,Brooklyn,Park Slope,40.64312,-73.84218,Entire home/apt,145.73,2,15,2023-06-15,0.97,2,87
336,Listing 336,6254,Host50,Brooklyn,Bedford-Stuyvesant,40.51733,-73.80523,Entire home/apt,122.04,1,23,2023-06-15,0.26,8,111
337,Listing 337,9219,Host425,Manhattan,Harlem,40.5731,-73.93833,Entire home/apt,212.74,2,27,2023-06-15,0.11,2,167
338,Listing 338,6650,Host146,Manhattan,Harlem,40.78577,-73.92342,Entire home/apt,171.29,1,16,2023-06-15,0.39,1,125
339,Listing 339,8192,Host16,Brooklyn,Williamsburg,40.6183,-73.96049,Entire home/apt,216.07,1,15,2023-06-15,1.88,2,33
340,Listing 340,6753,Host70,Brooklyn,Williamsburg,40.74617,-74.02145,Private room,116.88,1,15,2023-06-15,0.29,8,243
341,Listing 341,7297,Host388,Manhattan,SoHo,40.6064,-73.93353,Entire home/apt,287.48,2,23,2023-06-15,1.98,2,92
342,Listing 342,6214,Host105,Bronx,Riverdale,40.8519,-74.03277,Private room,99.8,1,27,2023-06-15,0.3,4,140
343,Listing 343,1571,Host279,Brooklyn,Bushwick,40.74815,-73.76869,Private room,98.11,1,18,2023-06-15,2.61,9,286
344,Listing 344,5588,Host130,Staten Island,Tottenville,40.88608,-73.90014,Entire home/apt,80.87,2,23,2023-06-15,0.19,6,339
345,Listing 345,4389,Host144,Brooklyn,Park Slope,40.82483,-73.76118,Entire home/apt,169.43,3,18,2023-06-15,0.19,3,357
346,Listing 346,2167,Host111,Brooklyn,Bushwick,40.60697,-73.76566,Entire home/apt,160.03,1,21,2023-06-15,0.95,7,154
347,Listing 347,8037,Host482,Queens,Astoria,40.52547,-73.98801,Private room,55.48,1,19,2023-06-15,1.38,7,221
348,Listing 348,4797,Host59,Bronx,Fordham,40.8213,-73.7047,Private room,46.43,2,12,2023-06-15,1.18,3,245
349,Listing 349,5267,Host87,Manhattan,SoHo,40.56731,-73.75725,Private room,182.67,2,15,2023-06-15,0.86,1,226
350,Listing 350,6565,Host99,Queens,Long Island City,40.83554,-73.81515,Private room,67.9,3,18,2023-06-15,1.55,7,337
351,Listing 351,5657,Host292,Brooklyn,Bushwick,40.59323,-73.80668,Entire home/apt,160.85,2,26,2023-06-15,4.56,4,240
352,Listing 352,8265,Host82,Manhattan,Chelsea,40.67627,-73.74203,Entire home/apt,210.71,2,20,2023-06-15,4.87,6,208
353,Listing 353,2045,Host291,Brooklyn,Williamsburg,40.85802,-73.75137,Private room,31.98,3,14,2023-06-15,0.06,4,84
354,Listing 354,7468,Host69,Brooklyn,Bushwick,40.86828,-73.92924,Private room,26.04,1,16,2023-06-15,0.3,9,362
355,Listing 355,3925,Host97,Bronx,Riverdale,40.78961,-73.72492,Entire home/apt,113.06,2,14,2023-06-15,0.51,1,283
356,Listing 356,3365,Host464,Manhattan,SoHo,40.59305,-73.78741,Entire home/apt,262.11,1,22,2023-06-15,0.72,1,228
357,Listing 357,7391,Host146,Brooklyn,Williamsburg,40.89476,-73.7859,Entire home/apt,180.09,1,26,2023-06-15,1.47,9,250
358,Listing 358,4199,Host20,Manhattan,Chelsea,40.83101,-74.04979,Entire home/apt,233.11,1,16,2023-06-15,0.08,3,318
359,Listing 359,3173,Host413,Manhattan,Upper West Side,40.79496,-73.86204,Entire home/apt,270.8,5,18,2023-06-15,6.1,6,206
360,Listing 360,2910,Host403,Queens,Flushing,40.63051,-74.04273,Private room,59.2,3,14,2023-06-15,0.78,5,15
361,Listing 361,1585,Host192,Manhattan,Harlem,40.86368,-73.76313,Entire home/apt,221.12,5,16,2023-06-15,0.41,4,205
362,Listing 362,1001,Host10,Brooklyn,Park Slope,40.57771,-73.89348,Private room,87.86,5,22,2023-06-15,1.31,5,57
363,Listing 363,1026,Host282,Manhattan,Chelsea,40.79388,-73.80514,Entire home/apt,206.83,5,14,2023-06-15,0.84,1,335
364,Listing 364,9092,Host154,Staten Island,St. George,40.80719,-73.83,Entire home/apt,71.03,2,19,2023-06-15,1.64,2,42
365,Listing 365,4081,Host71,Manhattan,Harlem,40.82992,-73.80892,Private room,156.58,2,16,2023-06-15,4.12,3,203
366,Listing 366,1666,Host284,Brooklyn,Williamsburg,40.58164,-73.88584,Entire home/apt,177.68,5,15,2023-06-15,2.58,9,214
367,Listing 367,3223,Host427,Brooklyn,Bedford-Stuyvesant,40.53483,-73.97925,Private room,82.88,2,16,2023-06-15,0.32,9,129
368,Listing 368,4720,Host324,Manhattan,Upper West Side,40.87042,-73.99341,Entire home/apt,227.95,7,16,2023-06-15,0.95,7,151
369,Listing 369,4504,Host157,Manhattan,Harlem,40.63553,-73.71678,Entire home/apt,190.11,3,21,2023-06-15,0.06,5,246
370,Listing 370,1153,Host174,Brooklyn,Bedford-Stuyvesant,40.88462,-73.8943,Entire home/apt,109.92,2,18,2023-06-15,1.01,1,75
371,Listing 371,4783,Host308,Queens,Long Island City,40.81651,-73.83952,Private room,91.51,1,21,2023-06-15,1.64,1,48
372,Listing 372,8367,Host157,Manhattan,Chelsea,40.68568,-73.83328,Private room,153.03,2,22,2023-06-15,0.14,7,160
373,Listing 373,3506,Host2,Brooklyn,Williamsburg,40.67084,-73.88371,Entire home/apt,172.08,5,20,2023-06-15,0.35,2,235
374,Listing 374,2601,Host234,Manhattan,Upper West Side,40.89091,-73.96518,Entire home/apt,195.31,3,25,2023-06-15,0.2,3,182
375,Listing 375,2532,Host238,Brooklyn,Bushwick,40.52738,-73.73591,Private room,28.52,1,18,2023-06-15,1.09,3,70
376,Listing 376,8322,Host53,Brooklyn,Park Slope,40.53525,-73.77812,Entire home/apt,139.43,5,15,2023-06-15,0.22,7,180
377,Listing 377,2172,Host377,Brooklyn,Park Slope,40.7239,-73.74972,Entire home/apt,175.21,3,19,2023-06-15,1.52,6,363
378,Listing 378,2936,Host145,Manhattan,Chelsea,40.81676,-73.76595,Entire home/apt,160.62,2,11,2023-06-15,1.47,5,213
379,Listing 379,1865,Host262,Queens,Flushing,40.57681,-73.81666,Private room,74.33,2,21,2023-06-15,0.9,5,227
380,Listing 380,7947,Host477,Manhattan,Upper West Side,40.65422,-73.87266,Entire home/apt,238.96,5,23,2023-06-15,0.18,7,19
381,Listing 381,8868,Host44,Bronx,Fordham,40.6264,-73.75173,Entire home/apt,121.62,1,11,2023-06-15,1.34,5,247
382,Listing 382,3007,Host289,Manhattan,Harlem,40.67166,-74.02379,Entire home/apt,254.45,1,25,2023-06-15,0.26,9,179
383,Listing 383,8072,Host229,Manhattan,Chelsea,40.51597,-73.89282,Private room,182.1,2,21,2023-06-15,0.45,5,342
384,Listing 384,4235,Host161,Queens,Long Island City,40.74032,-73.8047,Private room,62.75,1,22,2023-06-15,0.79,7,250
385,Listing 385,5152,Host112,Manhattan,Harlem,40.74415,-73.85876,Entire home/apt,195.99,1,18,2023-06-15,0.98,2,107
386,Listing 386,6092,Host391,Staten Island,St. George,40.87303,-73.84852,Private room,52.05,1,21,2023-06-15,0.63,5,4
387,Listing 387,6481,Host248,Manhattan,Upper West Side,40.86353,-73.78386,Private room,119.15,3,17,2023-06-15,1.69,1,10
388,Listing 388,6972,Host496,Brooklyn,Williamsburg,40.60101,-73.89501,Entire home/apt,138.3,5,17,2023-06-15,0.58,1,219
389,Listing 389,9388,Host482,Brooklyn,Williamsburg,40.87416,-73.787,Private room,143.08,7,22,2023-06-15,3.34,4,180
